inducer,protein
2.1118024219723353,0.9845155730472661
0.0,0.2524952584275213
4.863552078156216,0.8278146919678137
0.0,0.1722984902668916
5.532439861040389,1.0119216555700827
0.5616043825579835,1.0342730902101236
4.346938198828455,0.8954342333925249
0.0,0.38065243956696193
0.6401476699482549,0.6364819810789394
6.971041835341329,1.5244989021047939
12.493640679975837,2.3249748752249797
0.0,1.0047692310121827
5.8667719662816085,1.4553699653895174
3.6273646177619163,1.219527612018613
0.0,0.3758259450385796
0.0,0.4777681887477254
11.626217609895011,1.5164642138138722
0.0,0.48744501822887465
3.4954439464539484,0.8674460356570053
11.030517805326303,2.0188162782929986
6.113020162807928,0.7607156663976073
0.0,0.44756492131779957
2.1301487375456603,1.1283972180776305
0.0,0.7861469490255462
9.821839020508001,1.4993896208341835
0.9269884136204496,0.6608524488980303
5.595588933227912,1.3294573254308517
12.985088636243916,1.3599420504012194
0.0,0.0
0.0,0.936845090110164
0.0,0.9446292951059091
6.074001716141103,0.7362529033486278
3.190222369079734,1.0456453461212165
0.0,1.1464766528029777
7.617643212276653,1.1190308040943897
14.796420399475814,1.477298208927311
1.4332718604590649,1.1844695386666895
11.967481882308315,1.4033474651236262
0.12637000010350574,0.5407054332212214
4.078604755637736,0.8721254833708892
0.08321544962418947,1.8481953310584522
13.640639289190483,1.0371935726166392
0.0,0.13560229982259242
14.840029599109341,1.5760678554347853
9.852466578370507,1.1710619659597568
0.0,0.03797836008248545
2.271635386278472,0.9980343218705537
14.134663136090248,1.177555356833481
2.206962625789731,0.5093895265627899
0.0,0.5930821144516922
0.0,0.8708508709069092
0.0,0.9314153211592044
13.423775688935569,1.685853152277343
13.280083153043758,2.0670170114059805
0.0,0.12157376861849922
11.853706183110832,1.2643397774241574
6.893800503277889,1.690687803191613
4.112941138615163,0.690028795943678
2.111687175349462,0.793743667862177
12.19748778570226,0.8687509359710064
1.8869364372919195,1.0437799593472588
0.0,0.8905033419900792
0.0,0.7032286237607405
9.233773444232636,1.0953890152838404
0.5706483361778663,0.2728625234752948
0.44587529496044853,0.1015286186574188
2.505290136857302,0.6805593378754746
9.147058949968958,1.706775258334471
14.350694821019495,1.647177504376957
13.043502592497147,1.0137477489746514
6.621553741803202,0.8832389335579441
3.9541968239972776,0.45118660388106857
10.799409006553184,1.2990950903049348
16.332507477270997,1.499648670395712
16.68434101750984,2.211873673689708
6.154877890966549,0.8504664361994025
2.319489142209685,0.9066169806328298
0.0,0.9938533860539793
3.4369819558309223,1.1612476544982304
0.15230386612237679,1.0518748000865303
0.8091424351439018,0.7876844193975766
4.084457909768726,1.0686452682320238
12.08179230517051,1.5600142331297993
0.7813508511514851,0.26342082116300114
8.017784380371438,1.5692271548389416
5.710053276862887,1.0802110766402602
7.174065073742227,1.202334233782988
16.405008362955563,1.770754677971205
4.487499653407182,1.1826979275972596
10.662195646167774,1.0432423508549757
13.151443114628059,2.062047416293126
0.0,0.6097211821508253
2.962543890348154,0.8737488036200932
4.6588558002869,1.3253658594807778
13.240567678767782,1.0197689839154669
0.0,0.9954198878573884
1.9429887426032515,0.8997115183636829
8.28637339859997,1.3143519482561556
0.0,0.3500868292181707
17.40456619319812,1.9199432458976833
12.121701552404733,1.5027968044523106
6.03536784905596,1.3370037816618527
12.909688843711981,1.9062566802480831
1.9302620812537628,1.2454469720184909
0.0,0.25552587131912174
0.0,0.9001042275274941
0.0,0.19059283151215378
4.888959622455802,1.0550797574442146
8.337412504018126,1.0859995998048126
