Column1,Column2,Column3,Column4,Column5,Column6,Column7
0.0,5000.0,100000.0,0.0,10.0,0.0,0.0
0.01,4734.290970173085,89645.3321388208,265.7090298269167,9.574618692202696,0.4253813077973034,10354.66786117917
0.02,4483.76406746021,73602.62517566785,516.2359325397925,9.16733231011364,0.8326676898863606,26397.37482433212
0.03,4247.49597780348,57222.69316796117,752.5040221965224,8.777371129426639,1.2226288705733621,42777.3068320388
0.04,4024.622714025053,42650.65606393767,975.3772859749497,8.403998167766682,1.5960018322333187,57349.3439360623
0.05,3814.335606817256,30700.986975689415,1185.6643931827466,8.046507790626423,1.9534922093735778,69299.01302431055
0.06,3615.8776197936254,21449.124006024827,1384.1223802063773,7.704224391094295,2.2957756089057066,78550.87599397515
0.07,3428.539807481416,14605.509754029343,1571.4601925185866,7.376501089380291,2.623498910619711,85394.49024597064
0.08,3251.658178340585,9717.190848241062,1748.341821659418,7.062718521891243,2.9372814781087584,90282.8091517589
0.09,3084.6106535504637,6332.663060239584,1915.389346449539,6.7622836737311935,3.2377163262688082,93667.33693976038
0.1,2926.8143395841657,4052.194449044232,2073.1856604158374,6.474628770814796,3.5253712291852053,95947.80555095575
0.11,2777.7228364981866,2549.026929555137,2222.277163501816,6.199210162415532,3.8007898375844698,97450.97307044483
0.12,2636.8239499906376,1579.6586393533523,2363.176050009365,5.935507352485166,4.064492647514835,98420.34136064662
0.13,2503.6373396288222,964.4215750530354,2496.3626603711805,5.683021962117123,4.316978037882878,99035.57842494693
0.14,2377.7125085599505,581.9524153449829,2622.2874914400522,5.441276832862379,4.558723167137622,99418.04758465498
0.15,2258.6267990705146,346.54697661059157,2741.373200929488,5.209815086523817,4.790184913476184,99653.45302338937
0.16,2145.9836154112377,204.3226718865319,2854.016384588765,4.988199290862638,5.011800709137363,99795.67732811344
0.17,2039.4107234343323,119.14516685081522,2960.5892765656704,4.77601061814245,5.2239893818575505,99880.85483314916
0.18,1938.558659535881,68.84594686714857,3061.441340464122,4.572848052223358,5.427151947776643,99931.15405313282
0.19,1843.099297834042,39.44439559556256,3156.9007021659604,4.378327645585588,5.621672354414413,99960.5556044044
0.2,1752.7244359215895,22.388344483157482,3247.2755640784135,4.192081770097434,5.807918229902567,99977.61165551681
0.21,1667.1445615617877,12.631078466903706,3332.855438438215,4.013758448813953,5.986241551186048,99987.36892153307
0.22,1586.0876268422942,7.062006600381802,3413.9123731577083,3.843020666694164,6.156979333305837,99992.9379933996
0.23,1509.2979562921707,3.9271729459934592,3490.7020437078318,3.6795457504902647,6.320454249509736,99996.07282705398
0.24,1436.535206970393,2.1693678710937694,3563.4647930296096,3.5230247531255197,6.476975246874481,99997.83063212888
0.25,1367.573387316663,1.1904073686493462,3632.4266126833395,3.3731618644785937,6.626838135521408,99998.80959263133
0.26,1302.1999723111849,0.650589076282418,3697.800027688818,3.229673864713411,6.770326135286591,99999.34941092369
0.27,1240.2150408294171,0.3531095905767433,3759.7849591705854,3.0922895754711512,6.90771042452885,99999.64689040939
0.28,1181.4304962542642,0.19088310014743037,3818.5695037457385,2.960749356509263,7.039250643490739,99999.80911689982
0.29,1125.6693306075724,0.10276161224004086,3874.3306693924305,2.834804613884259,7.165195386115743,99999.89723838773
0.3,1072.764926274851,0.054994973026787144,3927.235073725152,2.71421732418967,7.2857826758103315,99999.94500502694
0.31,1022.5604213658365,0.029353046518271766,3977.439578634166,2.5987595925447224,7.40124040745528,99999.97064695346
0.32,974.9081038772438,0.015601754700229594,4025.091896122759,2.4882132176032985,7.511786782396704,99999.98439824527
0.33,929.6688455464833,0.008254124654221668,4070.3311544535195,2.3823692779859913,7.6176307220140105,99999.9917458753
0.34,886.7115809389671,0.004357926489838971,4113.288419061036,2.2810277421147815,7.718972257885221,99999.99564207348
0.35,845.9128105319747,0.0022919344791384097,4154.087189468028,2.1839970860270252,7.816002913972977,99999.9977080655
0.36,807.1561391466915,0.0012007737558622697,4192.8438608533115,2.091093931999653,7.908906068000349,99999.99879922622
0.37,770.3318479348234,0.000628224396298078,4229.668152065179,2.002142704958226,7.997857295041776,99999.99937177559
0.38,735.336486718486,0.00032743904677887494,4264.663513281517,1.9169752969802083,8.083024703019793,99999.99967256092
0.39,702.072495933179,0.00017023175841555832,4297.9275040668235,1.835430750828589,8.164569249171414,99999.99982976822
0.4,670.4478547430097,8.957164640133419e-5,4329.552145256993,1.7573549574901741,8.242645042509828,99999.99991042833
0.41,640.3757466059063,4.5013863375446105e-5,4359.624253394097,1.6826003627114123,8.31739963728859,99999.99995498612
0.42,611.7742476280464,1.889044948007521e-5,4388.225752371956,1.6110256883430836,8.38897431165692,99999.99998110953
0.43,584.5660372294587,9.600917274074112e-6,4415.433962770544,1.5424956660763764,8.457504333923627,99999.99999039905
0.44,558.6781237105841,4.43562524941402e-6,4441.3218762894185,1.4768807811424929,8.52311921885751,99999.99999556436
0.45,534.0415926302811,4.173462567560898e-6,4465.9584073697215,1.4140570371257573,8.585942962874245,99999.99999582651
0.46,510.59134899615174,2.190281735546834e-6,4489.4086510038505,1.3539056922467785,8.646094307753225,99999.9999978097
0.47,488.2659206188616,1.6873679368047021e-6,4511.734079381141,1.2963130763820323,8.70368692361797,99999.99999831262
0.48,467.0072166291869,1.0070102626895096e-6,4532.992783370815,1.2411703380776602,8.758829661922343,99999.99999899298
0.49,446.76035833172,5.30364170715684e-7,4553.239641668282,1.1883732730412817,8.811626726958721,99999.99999946961
0.5,427.47346442503243,5.144403002829812e-7,4572.52653557497,1.1378220972571254,8.862177902742879,99999.99999948555
0.51,409.09748740541806,2.3039383667662461e-7,4590.902512594584,1.089421259362307,8.910578740637696,99999.99999976958
0.52,391.58608222281714,1.0316119760324088e-7,4608.413917777185,1.0430793196177264,8.956920680382277,99999.99999989683
0.53,374.89538424970044,9.747417792107043e-8,4625.1046157503015,0.9987086840044676,9.001291315995536,99999.99999990252
0.54,358.9838966079334,5.7327766005649684e-8,4641.0161033920685,0.9562254589431767,9.043774541056827,99999.99999994265
0.55,343.8123861598368,1.6806513416822908e-8,4656.187613840165,0.9155493552440427,9.084450644755961,99999.99999998318
0.56,329.34378714998775,-5.925529699074915e-9,4670.6562128500145,0.8766036083714189,9.123396391628585,100000.00000000591
0.57,315.54292275848627,-1.4068769917694625e-8,4684.457077241515,0.8393145808836635,9.16068541911634,100000.00000001406
0.58,302.3764819056188,-1.4021681141899902e-8,4697.623518094383,0.8036117292435956,9.196388270756408,100000.000000014
0.59,289.8129025375931,-1.3749036593066391e-8,4710.187097462409,0.7694274016396961,9.230572598360308,100000.00000001374
0.6,277.8222546020313,-1.3749036593066391e-8,4722.177745397971,0.7366967439510452,9.263303256048959,100000.00000001374
0.61,266.3766009475765,-1.3749036593066391e-8,4733.623399052426,0.7053584771701082,9.294641522829895,100000.00000001374
0.62,255.44930029927664,-1.3749036593066391e-8,4744.550699700726,0.6753536574769509,9.324646342523053,100000.00000001374
0.63,245.01495621322434,-1.3749036593066391e-8,4754.985043786778,0.6466255848090657,9.353374415190938,100000.00000001374
0.64,235.04941707655686,-1.3749036593066391e-8,4764.950582923446,0.6191198028613726,9.380880197138632,100000.00000001374
0.65,225.52977610745612,-1.3749036593066391e-8,4774.4702238925465,0.5927840990862179,9.407215900913785,100000.00000001374
0.66,216.43437135514802,-1.3749036593066391e-8,4783.565628644854,0.5675685046933737,9.43243149530663,100000.00000001374
0.67,207.74278548923382,-1.3749036593066391e-8,4792.257214510769,0.5434252943187805,9.456574705681223,100000.00000001374
0.68,199.43552747278068,-1.3749036593066391e-8,4800.564472527221,0.5203085743988256,9.479691425601178,100000.00000001374
0.69,191.49424779377927,-1.3749036593066391e-8,4808.505752206223,0.49817488437606045,9.501825115623944,100000.00000001374
0.7,183.90168651200156,-1.3749036593066391e-8,4816.098313488001,0.4769828809250876,9.523017119074916,100000.00000001374
0.71,176.6413289308243,-1.3749036593066391e-8,4823.358671069178,0.45669271960052055,9.543307280399484,100000.00000001374
0.72,169.69740559722854,-1.3749036593066391e-8,4830.302594402774,0.4372660548369824,9.562733945163021,100000.00000001374
0.73,163.05489230179995,-1.3749036593066391e-8,4836.945107698202,0.41866603994910645,9.581333960050898,100000.00000001374
0.74,156.69951007872848,-1.3749036593066391e-8,4843.300489921274,0.40085732713153566,9.599142672868469,100000.00000001374
0.75,150.61772520580885,-1.3749036593066391e-8,4849.382274794194,0.38380606745892376,9.61619393254108,100000.00000001374
0.76,144.79674920444003,-1.3749036593066391e-8,4855.203250795563,0.3674799108859341,9.63252008911407,100000.00000001374
0.77,139.2244616391989,-1.3749036593066391e-8,4860.775538360804,0.3518478539193562,9.648152146080648,100000.00000001374
0.78,133.88914522837277,-1.3749036593066391e-8,4866.11085477163,0.3368799200913069,9.663120079908698,100000.00000001374
0.79,128.78005173852665,-1.3749036593066391e-8,4871.219948261476,0.322548419802112,9.677451580197893,100000.00000001374
0.8,123.88692447973075,-1.3749036593066391e-8,4876.113075520272,0.30882675465011156,9.691173245349892,100000.00000001374
0.81,119.1999207281216,-1.3749036593066391e-8,4880.800079271881,0.29568924485988873,9.704310755140115,100000.00000001374
0.82,114.70961172590194,-1.3749036593066391e-8,4885.290388274101,0.2831111292822695,9.716888870717735,100000.00000001374
0.83,110.40698268134074,-1.3749036593066391e-8,4889.593017318662,0.27106856539432245,9.728931434605682,100000.00000001374
0.84,106.2834327687735,-1.3749036593066391e-8,4893.716567231229,0.25953862929936,9.740461370700643,100000.00000001374
