Column1,Column2,Column3,Column4,Column5,Column6,Column7
0.0,5000.0,100000.0,0.0,10.0,0.0,0.0
0.01,4964.783628037295,96118.10942948013,35.21637196270606,9.94399696668326,0.056003033316741786,3881.890570519842
0.02,4929.834858237361,89417.2958790554,70.1651417626407,9.88830756734058,0.11169243265942257,10582.704120944572
0.03,4895.151519545741,81443.70943237812,104.84848045425963,9.832930045526528,0.16706995447347422,18556.290567621847
0.04,4860.731459572193,72930.92428300063,139.26854042780855,9.777862654632518,0.22213734536748436,27069.07571699934
0.05,4826.572544419727,64362.3095774221,173.42745558027403,9.723103657830979,0.2768963421690217,35637.690422577856
0.06,4792.672658520595,56069.27189978842,207.32734147940653,9.668651328021953,0.33134867197804824,43930.728100211534
0.07,4759.029704464367,48274.46796292241,240.97029553563414,9.614503947776008,0.3854960522239941,51725.532037077544
0.08,4725.641602847535,41116.08799194281,274.3583971524658,9.560659809285863,0.43934019071413793,58883.912008057145
0.09,4692.506292082523,34669.26111367054,307.49370791747816,9.507117214301497,0.49288278569850485,65330.73888632942
0.1,4659.621728272055,28958.445555291528,340.37827172794573,9.45387447408898,0.5461255259110214,71041.55444470842
0.11,4626.985885045176,23974.538045794063,373.0141149548253,9.4009299093784,0.5990700906216004,76025.4619542059
0.12,4594.596753338454,19683.345637228405,405.40324666154777,9.348281850286222,0.6517181497137788,80316.65436277154
0.13,4562.452341325867,16029.810892815487,437.54765867413437,9.29592863629213,0.7040713637078712,83970.18910718447
0.14,4530.550674232097,12954.714022349157,469.44932576790404,9.243868616180668,0.7561313838193332,87045.2859776508
0.15,4498.889794143067,10394.328663461782,501.1102058569342,9.192100147973303,0.8078998520266983,89605.67133653817
0.16,4467.467759888935,8280.46806529989,532.532240111066,9.140621598887126,0.8593784011128759,91719.53193470006
0.17,4436.282646909733,6551.054061008683,563.7173530902678,9.08943134529275,0.9105686547072521,93448.94593899128
0.18,4405.332547068831,5150.522135057309,594.6674529311688,9.03852777264981,0.9614722273501919,94849.47786494264
0.19,4374.615568498568,4024.1772820132182,625.3844315014325,8.987909275450416,1.0120907245495852,95975.82271798674
0.2,4344.129835503211,3123.512911672968,655.8701644967889,8.937574257187645,1.062425742812356,96876.48708832699
0.21,4313.8734883922025,2410.723622704607,686.126511607798,8.887521130300705,1.1124788696992958,97589.27637729535
