Column1,Column2,Column3,Column4,Column5,Column6,Column7
0.0,5000.0,100000.0,0.0,10.0,0.0,0.0
0.01,4664.501325456859,88424.2992214003,335.49867454314114,9.461781592825885,0.5382184071741166,11575.700778599685
0.02,4353.182366881864,70883.12822291096,646.8176331181364,8.952531090930941,1.0474689090690594,29116.871777089033
0.03,4064.190042768657,53506.688300426955,935.8099572313439,8.470689387461073,1.5293106125389293,46493.311699573045
0.04,3795.821199254954,38577.086422414926,1204.1788007450466,8.014781293630962,1.9852187063690399,61422.913577585074
0.05,3546.5098525915782,26789.93020821682,1453.4901474084227,7.583411009273647,2.4165889907263556,73210.06979178319
0.06,3314.81560595837,18025.687600495552,1685.184394041631,7.175257866455769,2.8247421335442335,81974.31239950446
0.07,3099.413109738592,11802.432296632602,1900.5868902614088,6.789072286714702,3.210927713285301,88197.5677033674
0.08,2899.0822915843064,7544.4316049017125,2100.9177084156945,6.423671912704207,3.576328087295795,92455.5683950983
0.09,2712.6997407323524,4723.393064870606,2287.3002592676485,6.077938071717187,3.922061928282815,95276.6069351294
0.1,2539.230502311665,2900.879585993317,2460.769497688336,5.750812255867444,4.249187744132557,97099.12041400668
0.11,2377.720846713602,1752.3858331872625,2622.279153286399,5.441292951170718,4.558707048829284,98247.61416681274
0.12,2227.291579134924,1042.6082453380197,2772.7084208650767,5.148432554402435,4.851567445597567,98957.39175466199
0.13,2087.1318166634455,611.557920461325,2912.8681833365554,4.871334431510993,5.128665568489009,99388.44207953868
0.14,1956.4935468678455,354.6007832292261,3043.5064531321555,4.609150251084842,5.3908497489151594,99645.39921677078
0.15,1834.6863676495138,203.0127721352231,3165.313632350487,4.361077298518398,5.6389227014816035,99796.98722786478
0.16,1721.072907101458,115.14727285348606,3278.9270928985425,4.126356089797732,5.8736439102022695,99884.85272714651
0.17,1615.0645141335142,64.66196593618304,3384.9354858664865,3.904268012891469,6.095731987108533,99935.33803406381
0.18,1516.1173038478773,35.97744665765192,3483.8826961521236,3.6941331180041925,6.305866881995809,99964.02255334235
0.19,1423.7286410595402,19.882073586080306,3576.2713589404602,3.495308077084659,6.504691922915343,99980.11792641392
0.2,1337.4337779117939,10.887974683317017,3662.566222088207,3.3071841619091975,6.692815838090804,99989.11202531669
0.21,1256.8028886473342,5.927886348218509,3743.197111352666,3.129185421030793,6.870814578969208,99994.07211365178
0.22,1181.4383028635762,3.207635126607077,3818.5616971364243,2.9607669042754465,7.039233095724555,99996.79236487338
0.23,1110.9719434708816,1.7231833765285136,3889.028056529119,2.801412978065935,7.198587021934066,99998.27681662346
0.24,1045.0630396315037,0.9220532433504319,3954.936960368497,2.6506357751129745,7.349364224887028,99999.07794675665
0.25,983.3959734533566,0.4905794164178027,4016.604026546644,2.5079736799985337,7.492026320001468,99999.50942058358
0.26,925.6783196345879,0.2596186540673631,4074.3216803654127,2.3729899186133303,7.627010081386672,99999.74038134592
0.27,871.6390651924252,0.13697868501953597,4128.360934807575,2.245271233827498,7.754728766172504,99999.86302131497
0.28,821.0269402407998,0.07191425538925456,4178.973059759201,2.1244266038839625,7.87557339611604,99999.9280857446
0.29,773.6089047677689,0.03759835117592115,4226.391095232231,2.010086052469675,7.989913947530327,99999.96240164881
0.3,729.1687610162206,0.01961196932836774,4270.831238983779,1.9018995216102617,8.09810047838974,99999.98038803066
0.31,687.5058590843918,0.01018830724247922,4312.494140915608,1.7995357891182557,8.200464210881748,99999.98981169275
0.32,648.4339195763231,0.005273845612330235,4351.566080423678,1.7026814597042497,8.297318540295754,99999.99472615437
0.33,611.7799519693034,0.002725399239872978,4388.220048030697,1.6110400095241637,8.38895999047584,99999.99727460074
0.34,577.3832480643111,0.0014040026810959796,4422.6167519356895,1.5243308713878359,8.475669128612168,99999.9985959973
0.35,545.0944610009985,0.0007207742402881725,4454.905538999003,1.442288577408951,8.557711422591053,99999.99927922574
0.36,514.774761334756,0.00036969538910014616,4485.225238665244,1.3646619511813842,8.63533804881862,99999.99963030459
0.37,486.29505147813074,0.00018915505559587335,4513.70494852187,1.2912133337821876,8.708786666217817,99999.99981084494
0.38,459.5352422533263,9.649950937983355e-5,4540.464757746675,1.2217178549145808,8.778282145085424,99999.99990350049
0.39,434.3835938674345,4.955778114309797e-5,4565.616406132566,1.155962750499592,8.844037249500413,99999.9999504422
0.4,410.7361005696676,2.5848077292985252e-5,4589.263899430333,1.0937467085014738,8.906253291498532,99999.99997415191
0.41,388.4959186993009,1.2908721798543677e-5,4611.5040813007,1.0348792467596082,8.965120753240397,99999.99998709127
0.42,367.5728552906475,6.537429157250517e-6,4632.427144709353,0.979180141072936,9.020819858927068,99999.99999346257
0.43,347.882872415233,2.8987117890095285e-6,4652.117127584767,0.9264788557901851,9.073521144209819,99999.99999710127
0.44,329.34766748607944,2.537788029271626e-6,4670.652332513921,0.8766140667043465,9.123385933295658,99999.9999974622
